ExpenseID|Category|Amount|Date|RelatedProjectID|Description|ApprovedBy|PaymentMethod|ExpenseStatus
1549|Permits and Inspections|50569.43|2024-09-18|968|Permits and Inspections expense for Project #968|140|ACH|Paid
1550|Vehicle Maintenance|7235.09|2023-04-20|None|Vehicle Maintenance expense (Overhead)|133|Corporate Card|Paid
1551|Custom Fabrication|55579.15|2022-10-30|452|Custom Fabrication expense for Project #452|54|ACH|Paid
1552|Permits and Inspections|143238.55|2022-03-31|1125|Permits and Inspections expense for Project #1125|190|ACH|Paid
1553|Subcontractor Fees|96392.24|2023-12-08|948|Subcontractor Fees expense for Project #948|21|Check|Paid
1554|Design Services|69675.93|2021-03-07|238|Design Services expense for Project #238|16|ACH|Paid
1555|Subcontractor Fees|48855.81|2025-03-25|1052|Subcontractor Fees expense for Project #1052|Pending|ACH|Paid
1556|Travel & Lodging (Project Specific)|67319.66|2021-10-06|1019|Travel & Lodging (Project Specific) expense for Project #1019|69|Check|Paid
1557|Professional Association Dues|9102.98|2020-10-02|None|Professional Association Dues expense (Overhead)|69|Wire Transfer|Paid
1558|Design Services|45023.26|2022-09-12|72|Design Services expense for Project #72|147|Wire Transfer|Paid
1559|Travel & Lodging (Project Specific)|72842.87|2022-03-31|510|Travel & Lodging (Project Specific) expense for Project #510|133|ACH|Paid
1560|Vehicle Maintenance|1893.71|2023-05-07|None|Vehicle Maintenance expense (Overhead)|109|Check|Paid
1561|Vehicle Maintenance|7646.06|2022-12-21|None|Vehicle Maintenance expense (Overhead)|75|Check|Paid
1562|Subcontractor Fees|119342.27|2025-03-10|52|Subcontractor Fees expense for Project #52|140|Check|Paid
1563|Subcontractor Fees|91953.49|2025-01-02|607|Subcontractor Fees expense for Project #607|164|Corporate Card|Paid
1564|Premium Materials|104068.42|2021-12-08|909|Premium Materials expense for Project #909|58|Corporate Card|Paid
1565|Vehicle Maintenance|8626.83|2021-02-14|None|Vehicle Maintenance expense (Overhead)|140|Check|Paid
1566|Programming Services|12252.82|2021-07-14|448|Programming Services expense for Project #448|57|ACH|Paid
1567|Specialized Equipment Rental|25849.15|2024-12-10|371|Specialized Equipment Rental expense for Project #371|172|Check|Paid
1568|Utilities|6377.75|2021-10-17|None|Utilities expense (Overhead)|109|Check|Paid
1569|Programming Services|106921.09|2022-05-19|216|Programming Services expense for Project #216|75|Corporate Card|Paid
1570|Custom Fabrication|31176.03|2023-09-29|474|Custom Fabrication expense for Project #474|57|Wire Transfer|Paid
1571|Fuel|9373.73|2021-05-12|None|Fuel expense (Overhead)|69|Check|Paid
1572|Premium Materials|145826.56|2025-03-19|836|Premium Materials expense for Project #836|116|Wire Transfer|Unpaid
1573|Permits and Inspections|38311.89|2024-04-12|1174|Permits and Inspections expense for Project #1174|69|Wire Transfer|Paid
1574|Client Entertainment|3802.0|2020-10-01|None|Client Entertainment expense (Overhead)|61|Check|Paid
1575|Design Services|37071.51|2023-12-04|55|Design Services expense for Project #55|9|Check|Paid
1576|Programming Services|6940.88|2021-07-17|117|Programming Services expense for Project #117|131|Corporate Card|Paid
1577|Luxury Office Lease|9917.58|2025-04-03|None|Luxury Office Lease expense (Overhead)|131|Wire Transfer|Paid
1578|Subcontractor Fees|122995.08|2023-05-08|580|Subcontractor Fees expense for Project #580|54|Check|Paid
1579|Programming Services|64425.85|2021-04-17|256|Programming Services expense for Project #256|189|Corporate Card|Paid
1580|Travel & Lodging (Project Specific)|30325.33|2024-09-04|899|Travel & Lodging (Project Specific) expense for Project #899|56|Wire Transfer|Paid
1581|Specialized Equipment Rental|154186.61|2021-06-18|164|Specialized Equipment Rental expense for Project #164|189|ACH|Paid
1582|Programming Services|47891.0|2023-11-26|1047|Programming Services expense for Project #1047|125|Wire Transfer|Paid
1583|High-End Test Equipment|6523.22|2020-04-14|None|High-End Test Equipment expense (Overhead)|69|Wire Transfer|Paid
1584|Design Software Licenses|4920.26|2021-12-18|None|Design Software Licenses expense (Overhead)|131|Wire Transfer|Paid
1585|Office Supplies|8584.91|2025-01-28|None|Office Supplies expense (Overhead)|189|Check|Paid
1586|Specialized Equipment Rental|128255.56|2025-03-13|977|Specialized Equipment Rental expense for Project #977|56|Wire Transfer|Paid
1587|Specialized Equipment Rental|96284.95|2021-11-21|763|Specialized Equipment Rental expense for Project #763|Pending|Check|Paid
1588|Fuel|5710.43|2021-09-17|None|Fuel expense (Overhead)|21|Wire Transfer|Paid
1589|Programming Services|67297.61|2024-10-21|722|Programming Services expense for Project #722|116|Wire Transfer|Paid
1590|Custom Fabrication|109415.32|2024-11-07|329|Custom Fabrication expense for Project #329|189|Check|Paid
1591|Custom Fabrication|30287.68|2024-06-17|933|Custom Fabrication expense for Project #933|Pending|Check|Paid
1592|Travel & Lodging (Project Specific)|103814.25|2022-11-24|252|Travel & Lodging (Project Specific) expense for Project #252|125|ACH|Paid
1593|Permits and Inspections|99746.44|2023-01-11|138|Permits and Inspections expense for Project #138|57|ACH|Paid
1594|Premium Materials|73326.32|2025-04-04|38|Premium Materials expense for Project #38|55|ACH|Unpaid
1595|Design Software Licenses|9263.97|2022-02-22|None|Design Software Licenses expense (Overhead)|106|Wire Transfer|Paid
1596|Design Services|109056.75|2022-05-23|578|Design Services expense for Project #578|3|Corporate Card|Paid
1597|Custom Fabrication|126601.83|2023-11-22|998|Custom Fabrication expense for Project #998|75|Check|Paid
1598|Professional Association Dues|5636.2|2023-12-24|None|Professional Association Dues expense (Overhead)|124|Check|Paid
1599|Premium Materials|11196.66|2024-10-17|1051|Premium Materials expense for Project #1051|3|Check|Paid
1600|Premium Vehicle Fleet|6318.87|2023-12-21|None|Premium Vehicle Fleet expense (Overhead)|57|Wire Transfer|Paid
1601|Subcontractor Fees|74424.62|2024-11-15|359|Subcontractor Fees expense for Project #359|142|Check|Paid
1602|Custom Fabrication|81929.49|2023-04-22|358|Custom Fabrication expense for Project #358|164|Check|Paid
1603|Subcontractor Fees|53730.81|2025-02-14|984|Subcontractor Fees expense for Project #984|109|Wire Transfer|Unpaid
1604|Utilities|1253.64|2024-01-26|None|Utilities expense (Overhead)|140|Wire Transfer|Paid
1605|Premium Insurance|844.14|2024-11-17|None|Premium Insurance expense (Overhead)|131|Corporate Card|Paid
1606|Specialized Equipment Rental|148815.73|2024-04-03|628|Specialized Equipment Rental expense for Project #628|106|Check|Paid
1607|Specialized Equipment Rental|38029.93|2024-07-03|56|Specialized Equipment Rental expense for Project #56|133|Check|Paid
1608|Design Services|13298.77|2025-03-10|1083|Design Services expense for Project #1083|169|ACH|Paid
1609|Luxury Office Lease|780.28|2022-08-17|None|Luxury Office Lease expense (Overhead)|9|Wire Transfer|Paid
1610|Permits and Inspections|83226.48|2024-06-12|445|Permits and Inspections expense for Project #445|56|ACH|Paid
1611|Specialized Equipment Rental|117083.38|2023-10-23|636|Specialized Equipment Rental expense for Project #636|69|Wire Transfer|Paid
1612|Professional Association Dues|3075.19|2024-10-26|None|Professional Association Dues expense (Overhead)|54|Wire Transfer|Paid
1613|Luxury Office Lease|4120.3|2022-01-01|None|Luxury Office Lease expense (Overhead)|3|Corporate Card|Paid
1614|Premium Materials|134638.8|2024-10-22|593|Premium Materials expense for Project #593|116|Check|Paid
1615|Design Software Licenses|2429.53|2024-06-10|None|Design Software Licenses expense (Overhead)|61|Corporate Card|Paid
1616|Programming Services|155693.69|2025-03-28|687|Programming Services expense for Project #687|55|ACH|Unpaid
1617|Custom Fabrication|110935.29|2025-02-04|334|Custom Fabrication expense for Project #334|3|Check|Paid
1618|Luxury Office Lease|4603.1|2022-12-02|None|Luxury Office Lease expense (Overhead)|58|ACH|Paid
1619|Vehicle Maintenance|1166.21|2021-07-05|None|Vehicle Maintenance expense (Overhead)|116|Corporate Card|Paid
1620|Fuel|149.99|2023-07-11|None|Fuel expense (Overhead)|55|Corporate Card|Paid
1621|Programming Services|38124.85|2021-11-07|197|Programming Services expense for Project #197|57|ACH|Paid
1622|Specialized Equipment Rental|76170.02|2023-07-13|462|Specialized Equipment Rental expense for Project #462|106|Corporate Card|Paid
1623|Specialized Equipment Rental|111888.65|2024-09-07|912|Specialized Equipment Rental expense for Project #912|16|Check|Paid
1624|Design Services|131771.59|2021-12-02|303|Design Services expense for Project #303|16|Check|Paid
1625|Travel & Lodging (Project Specific)|128862.46|2025-02-04|733|Travel & Lodging (Project Specific) expense for Project #733|55|ACH|Paid
1626|Custom Fabrication|86217.92|2025-03-03|183|Custom Fabrication expense for Project #183|140|ACH|Paid
1627|Fuel|10681.0|2020-01-09|None|Fuel expense (Overhead)|133|Check|Paid
1628|Advanced Training Programs|10499.3|2020-06-24|None|Advanced Training Programs expense (Overhead)|54|Wire Transfer|Paid
1629|Travel & Lodging (Project Specific)|100626.45|2024-09-18|264|Travel & Lodging (Project Specific) expense for Project #264|140|Corporate Card|Paid
1630|High-End Test Equipment|2401.44|2022-03-04|None|High-End Test Equipment expense (Overhead)|55|ACH|Paid
1631|Programming Services|71488.22|2025-02-22|1172|Programming Services expense for Project #1172|196|Wire Transfer|Paid
1632|Programming Services|32373.7|2023-07-23|1170|Programming Services expense for Project #1170|185|Corporate Card|Paid
1633|Premium Materials|12133.3|2022-03-10|458|Premium Materials expense for Project #458|172|Check|Paid
1634|Programming Services|147619.64|2022-01-11|250|Programming Services expense for Project #250|21|Wire Transfer|Paid
1635|Programming Services|30245.69|2024-11-17|215|Programming Services expense for Project #215|124|Check|Paid
1636|Fuel|2863.94|2022-05-21|None|Fuel expense (Overhead)|172|Corporate Card|Paid
1637|Subcontractor Fees|168962.58|2022-07-06|609|Subcontractor Fees expense for Project #609|116|Corporate Card|Paid
1638|Permits and Inspections|20602.8|2024-12-31|1088|Permits and Inspections expense for Project #1088|172|Corporate Card|Paid
1639|Subcontractor Fees|26047.99|2024-12-15|94|Subcontractor Fees expense for Project #94|Pending|ACH|Paid
1640|Design Services|52827.48|2024-05-31|918|Design Services expense for Project #918|125|Check|Paid
1641|Premium Materials|49057.31|2025-01-21|755|Premium Materials expense for Project #755|Pending|ACH|Paid
1642|Programming Services|123737.54|2024-01-31|119|Programming Services expense for Project #119|140|Wire Transfer|Paid
1643|High-End Test Equipment|1005.51|2023-07-23|None|High-End Test Equipment expense (Overhead)|58|Corporate Card|Paid
1644|Premium Vehicle Fleet|7280.68|2023-05-06|None|Premium Vehicle Fleet expense (Overhead)|196|Wire Transfer|Paid
1645|Design Services|162686.59|2023-12-15|47|Design Services expense for Project #47|Pending|Check|Paid
1646|Trade Show Exhibitions|4749.2|2021-03-01|None|Trade Show Exhibitions expense (Overhead)|9|Corporate Card|Paid
1647|Utilities|675.3|2021-06-05|None|Utilities expense (Overhead)|Pending|ACH|Paid
1648|Permits and Inspections|86180.34|2025-01-30|616|Permits and Inspections expense for Project #616|54|Corporate Card|Paid
1649|Subcontractor Fees|100832.68|2025-03-01|739|Subcontractor Fees expense for Project #739|185|Check|Paid
1650|Programming Services|96440.4|2021-06-23|779|Programming Services expense for Project #779|125|Check|Paid
1651|Utilities|8308.05|2021-05-25|None|Utilities expense (Overhead)|109|Wire Transfer|Paid
1652|Specialized Equipment Rental|132385.46|2025-04-09|36|Specialized Equipment Rental expense for Project #36|58|ACH|Unpaid
1653|Luxury Office Lease|9699.49|2022-07-27|None|Luxury Office Lease expense (Overhead)|116|ACH|Paid
1654|Premium Vehicle Fleet|9883.66|2020-10-23|None|Premium Vehicle Fleet expense (Overhead)|69|Check|Paid
1655|Specialized Equipment Rental|101405.06|2024-03-11|334|Specialized Equipment Rental expense for Project #334|124|Check|Paid
1656|Premium Insurance|197.64|2024-04-11|None|Premium Insurance expense (Overhead)|125|ACH|Paid
1657|Programming Services|149053.24|2023-02-15|855|Programming Services expense for Project #855|140|ACH|Paid
1658|Permits and Inspections|86079.53|2022-02-06|590|Permits and Inspections expense for Project #590|69|Corporate Card|Paid
1659|Programming Services|180058.83|2024-08-06|314|Programming Services expense for Project #314|21|ACH|Paid
1660|Travel & Lodging (Project Specific)|160926.32|2025-04-07|413|Travel & Lodging (Project Specific) expense for Project #413|3|Wire Transfer|Unpaid
1661|Marketing & Branding|1503.98|2025-01-17|None|Marketing & Branding expense (Overhead)|106|Check|Paid
1662|Premium Vehicle Fleet|4854.88|2025-04-02|None|Premium Vehicle Fleet expense (Overhead)|56|ACH|Unpaid
1663|Subcontractor Fees|68253.4|2024-07-20|110|Subcontractor Fees expense for Project #110|9|ACH|Paid
1664|Vehicle Maintenance|6764.82|2024-11-04|None|Vehicle Maintenance expense (Overhead)|21|Corporate Card|Paid
1665|Premium Materials|63495.84|2024-01-28|824|Premium Materials expense for Project #824|185|Wire Transfer|Paid
1666|Client Entertainment|2481.41|2024-09-26|None|Client Entertainment expense (Overhead)|141|Wire Transfer|Paid
1667|Utilities|10821.69|2023-12-30|None|Utilities expense (Overhead)|116|ACH|Paid
1668|Custom Fabrication|92719.18|2022-10-27|538|Custom Fabrication expense for Project #538|124|Corporate Card|Paid
1669|Premium Insurance|8931.39|2023-02-02|None|Premium Insurance expense (Overhead)|55|Wire Transfer|Paid
1670|Fuel|5279.67|2020-02-15|None|Fuel expense (Overhead)|57|Corporate Card|Paid
1671|Advanced Training Programs|9821.71|2021-08-11|None|Advanced Training Programs expense (Overhead)|58|ACH|Paid
1672|Programming Services|196677.75|2024-04-08|383|Programming Services expense for Project #383|185|Corporate Card|Paid
1673|Premium Materials|61331.35|2023-07-24|384|Premium Materials expense for Project #384|131|Corporate Card|Paid
1674|Premium Insurance|347.1|2020-02-17|None|Premium Insurance expense (Overhead)|172|Check|Paid
1675|Fuel|10766.58|2020-09-16|None|Fuel expense (Overhead)|124|Wire Transfer|Paid
1676|Permits and Inspections|55672.69|2022-01-16|1147|Permits and Inspections expense for Project #1147|116|Corporate Card|Paid
1677|Luxury Office Lease|801.79|2022-02-07|None|Luxury Office Lease expense (Overhead)|106|Check|Paid
1678|Travel & Lodging (Project Specific)|103475.47|2021-09-30|957|Travel & Lodging (Project Specific) expense for Project #957|140|ACH|Paid
1679|Custom Fabrication|23253.7|2024-07-17|502|Custom Fabrication expense for Project #502|16|Corporate Card|Paid
1680|Subcontractor Fees|55389.87|2022-02-23|263|Subcontractor Fees expense for Project #263|172|Corporate Card|Paid
1681|Advanced Training Programs|8595.94|2021-09-25|None|Advanced Training Programs expense (Overhead)|16|Wire Transfer|Paid
1682|Professional Association Dues|6133.54|2024-09-21|None|Professional Association Dues expense (Overhead)|Pending|Corporate Card|Paid
1683|Vehicle Maintenance|9363.64|2025-02-24|None|Vehicle Maintenance expense (Overhead)|61|Wire Transfer|Unpaid
1684|Client Entertainment|2101.4|2024-11-16|None|Client Entertainment expense (Overhead)|185|Check|Paid
1685|Specialized Equipment Rental|135946.62|2024-05-02|671|Specialized Equipment Rental expense for Project #671|56|Corporate Card|Paid
1686|Marketing & Branding|1187.65|2024-12-14|None|Marketing & Branding expense (Overhead)|196|ACH|Paid
1687|Permits and Inspections|45954.51|2022-02-01|73|Permits and Inspections expense for Project #73|133|Wire Transfer|Paid
