TimelineEntryID|ProjectID|Milestone|EstimatedDate|ActualDate|Status|Notes
5938|762|Programming Start|2024-11-24|2024-11-25|Completed|
5939|762|Programming Complete|2024-12-07|2024-12-16|Completed|Delayed - Inspections
5940|762|Final Walkthrough|2024-12-28|2024-12-21|Completed|
5941|763|Design Approval|2021-09-19|2021-09-24|Completed|
5942|763|Materials Ordered|2021-10-04|2021-10-06|Completed|
5943|763|Rough-In Start|2021-10-08|2021-10-08|Completed|
5944|763|Rough-In Complete|2021-10-26|2021-10-22|Completed|
5945|763|Trim-Out Start|2021-11-02|2021-11-01|Completed|
5946|763|Trim-Out Complete|2021-11-06|2021-11-15|Completed|Delayed - Materials
5947|763|Programming Start|2021-11-20|2021-11-17|Completed|
5948|763|Programming Complete|2021-12-04|2021-12-14|Completed|Delayed - Inspections
5949|763|Final Walkthrough|2021-12-15|2021-12-18|Completed|
5950|764|Design Approval|2025-02-02|2025-02-02|Completed|
5951|764|Materials Ordered|2025-02-20|2025-02-27|Completed|Delayed - Inspections
5952|764|Rough-In Start|2025-02-24|2025-03-05|Completed|Delayed - Inspections
5953|764|Rough-In Complete|2025-03-05|2025-03-11|Completed|
5954|764|Trim-Out Start|2025-03-13|2025-03-19|Completed|Delayed - Materials
5955|764|Trim-Out Complete|2025-03-29|2025-03-28|Completed|
5956|764|Programming Start|2025-04-01|2025-03-28|Completed|
5957|764|Programming Complete|2025-04-10|2025-04-12|Completed|
5958|764|Final Walkthrough|2025-04-21|2025-04-26|Completed|
5959|765|Design Approval|2022-12-06|2022-12-10|Completed|Slight delay - Materials
5960|765|Materials Ordered|2022-12-07|2022-12-14|Completed|Ahead of schedule
5961|765|Rough-In Start|2022-12-16|2022-12-17|Completed|
5962|765|Rough-In Complete|2022-12-22|2023-01-01|Completed|Ahead of schedule
5963|765|Trim-Out Start|2022-12-23|2023-01-06|Completed|
5964|765|Trim-Out Complete|2022-12-27|2023-01-09|Completed|
5965|765|Programming Start|2022-12-28|2023-01-11|Completed|
5966|765|Programming Complete|2023-01-02|2023-01-13|Completed|Slight delay - Materials
5967|765|Final Walkthrough|2023-01-07|2023-01-15|Completed|
5968|766|Design Approval|2021-12-16|2021-12-15|Completed|
5969|766|Materials Ordered|2021-12-20|2021-12-22|Completed|
5970|766|Rough-In Start|2022-01-02|2022-01-09|Completed|Slight delay - Materials
5971|766|Rough-In Complete|2022-01-15|2022-01-25|Completed|Slight delay - Materials
5972|766|Trim-Out Start|2022-02-05|2022-02-09|Completed|Slight delay - Materials
5973|766|Trim-Out Complete|2022-02-13|2022-02-17|Completed|Ahead of schedule
5974|766|Programming Start|2022-02-21|2022-02-22|Completed|
5975|766|Programming Complete|2022-03-10|2022-03-15|Completed|Ahead of schedule
5976|766|Final Walkthrough|2022-03-24|2022-03-28|Completed|Slight delay - Materials
5977|767|Design Approval|2024-10-24|2024-10-24|Completed|
5978|767|Materials Ordered|2024-11-01|2024-11-02|Completed|
5979|767|Rough-In Start|2024-11-12|2024-11-25|Completed|Delayed - Materials
5980|767|Rough-In Complete|2024-11-16|2024-11-30|Completed|Delayed - Materials
5981|767|Trim-Out Start|2024-11-23|2024-12-01|Completed|
5982|767|Trim-Out Complete|2024-12-02|2024-12-02|Completed|
5983|767|Programming Start|2024-12-11|2024-12-05|Completed|
5984|767|Programming Complete|2024-12-19|2024-12-14|Completed|
5985|767|Final Walkthrough|2025-01-01|2024-12-31|Completed|
5986|768|Design Approval|2022-06-01|2022-05-31|Completed|
5987|768|Materials Ordered|2022-06-19|2022-06-20|Completed|
5988|768|Rough-In Start|2022-07-07|2022-07-21|Completed|Delayed - Materials
5989|768|Rough-In Complete|2022-07-18|2022-07-24|Completed|
5990|768|Trim-Out Start|2022-08-04|2022-07-29|Completed|
5991|768|Trim-Out Complete|2022-08-26|2022-08-24|Completed|
5992|768|Programming Start|2022-09-05|2022-09-13|Completed|Delayed - Inspections
5993|768|Programming Complete|2022-09-24|2022-09-17|Completed|
5994|768|Final Walkthrough|2022-10-12|2022-10-07|Completed|
5995|769|Design Approval|2022-03-06|2022-03-09|Completed|
5996|769|Materials Ordered|2022-03-20|2022-04-03|Completed|Delayed - Materials
5997|769|Rough-In Start|2022-03-31|2022-04-09|Completed|Delayed - Materials
5998|769|Rough-In Complete|2022-04-01|2022-04-15|Completed|Delayed - Inspections
5999|769|Trim-Out Start|2022-04-10|2022-04-20|Completed|Delayed - Materials
6000|769|Trim-Out Complete|2022-04-19|2022-04-27|Completed|
6001|769|Programming Start|2022-04-26|2022-05-10|Completed|Delayed - Materials
6002|769|Programming Complete|2022-05-12|2022-05-15|Completed|
6003|769|Final Walkthrough|2022-05-23|2022-05-22|Completed|
6004|770|Design Approval|2024-10-08|2024-10-09|Completed|
6005|770|Materials Ordered|2024-10-25|2024-11-08|Completed|Delayed - Client Request
6006|770|Rough-In Start|2024-11-06|2024-11-13|Completed|Delayed - Inspections
6007|770|Rough-In Complete|2024-11-22|2024-11-20|Completed|
6008|770|Trim-Out Start|2024-12-04|2024-12-05|Completed|
6009|770|Trim-Out Complete|2024-12-23|2025-01-01|Completed|Delayed - Inspections
6010|770|Programming Start|2024-12-28|2025-01-11|Completed|Delayed - Client Request
6011|770|Programming Complete|2025-01-15|2025-01-17|Completed|
6012|770|Final Walkthrough|2025-01-23|2025-01-17|Completed|
6013|771|Design Approval|2023-01-23|2023-01-20|Completed|
6014|771|Materials Ordered|2023-02-03|2023-02-16|Completed|Delayed - Inspections
6015|771|Rough-In Start|2023-02-21|2023-02-16|Completed|
6016|771|Rough-In Complete|2023-03-07|2023-03-01|Completed|
6017|771|Trim-Out Start|2023-03-20|2023-03-26|Completed|Delayed - Materials
6018|771|Trim-Out Complete|2023-03-22|2023-03-27|Completed|
6019|771|Programming Start|2023-04-12|2023-04-14|Completed|
6020|771|Programming Complete|2023-04-20|2023-04-18|Completed|
6021|771|Final Walkthrough|2023-05-04|2023-04-29|Completed|
6022|772|Design Approval|2024-12-31|TBD|Pending|
6023|772|Materials Ordered|2025-01-21|TBD|Pending|
6024|772|Rough-In Start|2025-01-28|TBD|Pending|
6025|772|Rough-In Complete|2025-02-04|TBD|Pending|
6026|772|Trim-Out Start|2025-02-19|TBD|Pending|
6027|772|Trim-Out Complete|2025-03-07|TBD|Pending|
6028|772|Programming Start|2025-03-13|TBD|Pending|
6029|772|Programming Complete|2025-04-01|TBD|Pending|
6030|772|Final Walkthrough|2025-04-10|TBD|Pending|
6031|773|Design Approval|2024-10-02|TBD|Pending|
6032|773|Materials Ordered|2024-10-23|TBD|Pending|
6033|773|Rough-In Start|2024-11-05|TBD|Pending|
6034|773|Rough-In Complete|2024-11-17|TBD|Pending|
6035|773|Trim-Out Start|2024-12-04|TBD|Pending|
6036|773|Trim-Out Complete|2024-12-14|TBD|Pending|
6037|773|Programming Start|2024-12-30|TBD|Pending|
6038|773|Programming Complete|2025-01-09|TBD|Pending|
6039|773|Final Walkthrough|2025-01-25|TBD|Pending|
6040|774|Design Approval|2021-12-29|2021-12-24|Completed|
6041|774|Materials Ordered|2021-12-30|2022-01-01|Completed|
6042|774|Rough-In Start|2022-01-03|2022-01-12|Completed|Delayed - Inspections
6043|774|Rough-In Complete|2022-01-07|2022-01-16|Completed|Delayed - Inspections
6044|774|Trim-Out Start|2022-01-14|2022-01-20|Completed|Delayed - Materials
6045|774|Trim-Out Complete|2022-01-25|2022-01-26|Completed|
6046|774|Programming Start|2022-01-29|2022-01-30|Completed|
6047|774|Programming Complete|2022-02-06|2022-02-13|Completed|Delayed - Materials
6048|774|Final Walkthrough|2022-02-07|2022-02-15|Completed|
6049|775|Design Approval|2024-02-12|2024-02-24|Completed|Delayed - Materials
6050|775|Materials Ordered|2024-02-26|2024-02-26|Completed|
6051|775|Rough-In Start|2024-03-15|2024-03-18|Completed|
6052|775|Rough-In Complete|2024-03-27|2024-04-03|Completed|Delayed - Client Request
6053|775|Trim-Out Start|2024-04-13|2024-04-11|Completed|
6054|775|Trim-Out Complete|2024-04-26|2024-04-28|Completed|
6055|775|Programming Start|2024-05-12|2024-05-24|Completed|Delayed - Inspections
6056|775|Programming Complete|2024-05-25|2024-05-26|Completed|
6057|775|Final Walkthrough|2024-06-07|2024-06-03|Completed|
6058|777|Design Approval|2024-06-03|2024-06-09|Completed|Delayed - Client Request
6059|777|Materials Ordered|2024-06-10|2024-06-16|Completed|
6060|777|Rough-In Start|2024-06-30|2024-07-05|Completed|
6061|777|Rough-In Complete|2024-07-13|2024-07-06|Completed|
6062|777|Trim-Out Start|2024-08-02|2024-08-08|Completed|Delayed - Inspections
6063|777|Trim-Out Complete|2024-08-17|2024-08-15|Completed|
6064|777|Programming Start|2024-08-30|2024-09-02|Completed|
6065|777|Programming Complete|2024-09-11|2024-09-05|Completed|
6066|777|Final Walkthrough|2024-10-05|2024-10-15|Completed|Delayed - Materials
6067|778|Design Approval|2024-12-23|TBD|Pending|
6068|778|Materials Ordered|2025-01-05|TBD|Pending|
6069|778|Rough-In Start|2025-01-06|TBD|Pending|
6070|778|Rough-In Complete|2025-01-09|TBD|Pending|
6071|778|Trim-Out Start|2025-01-18|TBD|Pending|
6072|778|Trim-Out Complete|2025-01-27|TBD|Pending|
6073|778|Programming Start|2025-01-28|TBD|Pending|
6074|778|Programming Complete|2025-02-08|TBD|Pending|
6075|778|Final Walkthrough|2025-02-09|TBD|Pending|
6076|779|Design Approval|2021-04-27|2021-04-27|Completed|
6077|779|Materials Ordered|2021-05-19|2021-05-29|Completed|Delayed - Inspections
6078|779|Rough-In Start|2021-06-06|2021-06-02|Completed|
6079|779|Rough-In Complete|2021-06-21|2021-06-26|Completed|
6080|779|Trim-Out Start|2021-07-17|2021-07-20|Completed|
6081|779|Trim-Out Complete|2021-08-01|2021-08-03|Completed|
6082|779|Programming Start|2021-08-15|2021-08-13|Completed|
6083|779|Programming Complete|2021-09-02|2021-09-07|Completed|
6084|779|Final Walkthrough|2021-10-01|2021-10-01|Completed|
6085|780|Design Approval|2024-03-02|2024-02-27|Completed|
6086|780|Materials Ordered|2024-03-16|2024-03-23|Completed|Delayed - Client Request
6087|780|Rough-In Start|2024-03-26|2024-03-28|Completed|
6088|780|Rough-In Complete|2024-03-31|2024-04-08|Completed|Delayed - Materials
6089|780|Trim-Out Start|2024-04-08|2024-04-15|Completed|
6090|780|Trim-Out Complete|2024-04-24|2024-04-26|Completed|
6091|780|Programming Start|2024-04-26|2024-04-28|Completed|
6092|780|Programming Complete|2024-05-10|2024-05-06|Completed|
6093|780|Final Walkthrough|2024-05-21|2024-05-19|Completed|
6094|782|Design Approval|2022-05-31|2022-06-10|Completed|Ahead of schedule
6095|782|Materials Ordered|2022-06-20|2022-06-23|Completed|
6096|782|Rough-In Start|2022-06-28|2022-07-08|Completed|Ahead of schedule
6097|782|Rough-In Complete|2022-07-11|2022-07-10|Completed|
6098|782|Trim-Out Start|2022-07-18|2022-07-15|Completed|
6099|782|Trim-Out Complete|2022-07-30|2022-08-01|Completed|
6100|782|Programming Start|2022-08-08|2022-08-18|Completed|Slight delay - Materials
6101|782|Programming Complete|2022-08-15|2022-08-20|Completed|Ahead of schedule
6102|782|Final Walkthrough|2022-09-02|2022-09-08|Completed|Ahead of schedule
6103|783|Design Approval|2021-11-22|2021-11-26|Completed|Slight delay - Materials
6104|783|Materials Ordered|2021-12-14|2021-12-15|Completed|
6105|783|Rough-In Start|2021-12-25|2022-01-02|Completed|Slight delay - Materials
6106|783|Rough-In Complete|2022-01-14|2022-01-14|Completed|
6107|783|Trim-Out Start|2022-02-01|2022-02-01|Completed|
6108|783|Trim-Out Complete|2022-02-13|2022-02-08|Completed|
6109|783|Programming Start|2022-03-06|2022-03-15|Completed|Slight delay - Materials
6110|783|Programming Complete|2022-03-21|2022-03-20|Completed|
6111|783|Final Walkthrough|2022-04-08|2022-04-05|Completed|
6112|784|Design Approval|2024-10-08|2024-10-13|Completed|
6113|784|Materials Ordered|2024-10-20|2024-10-29|Completed|Delayed - Inspections
6114|784|Rough-In Start|2024-10-21|2024-11-02|Completed|Delayed - Inspections
6115|784|Rough-In Complete|2024-10-24|2024-11-05|Completed|
6116|784|Trim-Out Start|2024-11-04|2024-11-13|Completed|Delayed - Client Request
6117|784|Trim-Out Complete|2024-11-09|2024-11-19|Completed|Delayed - Client Request
6118|784|Programming Start|2024-11-10|2024-11-21|Completed|
6119|784|Programming Complete|2024-11-17|2024-11-23|Completed|
6120|784|Final Walkthrough|2024-11-21|2024-12-01|Completed|Delayed - Client Request
6121|785|Design Approval|2023-04-05|2023-04-07|Completed|
6122|785|Materials Ordered|2023-04-11|2023-04-21|Completed|Slight delay - Materials
6123|785|Rough-In Start|2023-04-27|2023-05-01|Completed|Ahead of schedule
6124|785|Rough-In Complete|2023-05-08|2023-05-09|Completed|
6125|785|Trim-Out Start|2023-05-18|2023-05-16|Completed|
6126|785|Trim-Out Complete|2023-05-21|2023-05-25|Completed|Ahead of schedule
6127|785|Programming Start|2023-06-06|2023-06-06|Completed|
6128|785|Programming Complete|2023-06-12|2023-06-12|Completed|
6129|785|Final Walkthrough|2023-06-27|2023-06-30|Completed|
6130|786|Design Approval|2021-05-21|2021-05-22|Completed|
6131|786|Materials Ordered|2021-05-23|2021-05-23|Completed|
6132|786|Rough-In Start|2021-05-28|2021-05-30|Completed|
6133|786|Rough-In Complete|2021-06-06|2021-06-06|Completed|
6134|786|Trim-Out Start|2021-06-07|2021-06-07|Completed|
6135|786|Trim-Out Complete|2021-06-17|2021-06-26|Completed|Ahead of schedule
6136|786|Programming Start|2021-06-18|2021-07-01|Completed|Slight delay - Materials
6137|786|Programming Complete|2021-06-19|2021-07-06|Completed|
6138|786|Final Walkthrough|2021-07-01|2021-07-11|Completed|
6139|787|Design Approval|2024-02-02|2024-02-16|Completed|Delayed - Materials
6140|787|Materials Ordered|2024-02-17|2024-02-21|Completed|
6141|787|Rough-In Start|2024-03-12|2024-03-23|Completed|Delayed - Client Request
6142|787|Rough-In Complete|2024-03-27|2024-03-31|Completed|
6143|787|Trim-Out Start|2024-04-17|2024-04-21|Completed|
6144|787|Trim-Out Complete|2024-05-03|2024-05-10|Completed|Delayed - Inspections
6145|787|Programming Start|2024-05-26|2024-05-25|Completed|
6146|787|Programming Complete|2024-06-11|2024-06-18|Completed|Delayed - Client Request
6147|787|Final Walkthrough|2024-07-04|2024-06-29|Completed|
6148|789|Design Approval|2023-10-21|2023-10-26|Completed|
6149|789|Materials Ordered|2023-10-30|2023-11-07|Completed|Delayed - Materials
6150|789|Rough-In Start|2023-11-14|2023-11-13|Completed|
6151|789|Rough-In Complete|2023-11-15|2023-11-14|Completed|
6152|789|Trim-Out Start|2023-11-27|2023-11-30|Completed|
6153|789|Trim-Out Complete|2023-12-07|2023-12-18|Completed|Delayed - Materials
6154|789|Programming Start|2023-12-11|2023-12-25|Completed|Delayed - Inspections
6155|789|Programming Complete|2023-12-25|2023-12-29|Completed|
6156|789|Final Walkthrough|2023-12-30|2024-01-13|Completed|Delayed - Inspections
6157|790|Design Approval|2023-05-29|2023-06-09|Completed|Delayed - Inspections
6158|790|Materials Ordered|2023-06-09|2023-06-16|Completed|Delayed - Materials
6159|790|Rough-In Start|2023-06-17|2023-06-19|Completed|
6160|790|Rough-In Complete|2023-06-25|2023-07-02|Completed|Delayed - Materials
6161|790|Trim-Out Start|2023-07-04|2023-07-05|Completed|
6162|790|Trim-Out Complete|2023-07-22|2023-07-26|Completed|
6163|790|Programming Start|2023-07-29|2023-08-01|Completed|
6164|790|Programming Complete|2023-08-14|2023-08-11|Completed|
6165|790|Final Walkthrough|2023-08-26|2023-08-31|Completed|
6166|791|Design Approval|2023-01-05|2023-01-17|Completed|Delayed - Materials
6167|791|Materials Ordered|2023-01-09|2023-01-20|Completed|
6168|791|Rough-In Start|2023-01-12|2023-01-23|Completed|Delayed - Materials
6169|791|Rough-In Complete|2023-01-16|2023-01-28|Completed|
6170|791|Trim-Out Start|2023-01-20|2023-02-03|Completed|
6171|791|Trim-Out Complete|2023-01-27|2023-02-07|Completed|Delayed - Inspections
6172|791|Programming Start|2023-02-02|2023-02-13|Completed|
6173|791|Programming Complete|2023-02-03|2023-02-17|Completed|
6174|791|Final Walkthrough|2023-02-04|2023-02-20|Completed|
6175|793|Design Approval|2022-11-19|2022-11-25|Completed|Ahead of schedule
6176|793|Materials Ordered|2022-12-05|2022-11-30|Completed|
6177|793|Rough-In Start|2022-12-20|2022-12-30|Completed|Ahead of schedule
6178|793|Rough-In Complete|2022-12-27|2023-01-01|Completed|Ahead of schedule
6179|793|Trim-Out Start|2023-01-02|2023-01-07|Completed|Slight delay - Materials
6180|793|Trim-Out Complete|2023-01-23|2023-01-31|Completed|Slight delay - Materials
6181|793|Programming Start|2023-01-29|2023-02-05|Completed|
6182|793|Programming Complete|2023-02-14|2023-02-17|Completed|
6183|793|Final Walkthrough|2023-02-22|2023-02-18|Completed|
6184|794|Design Approval|2022-07-07|2022-07-13|Completed|Delayed - Materials
6185|794|Materials Ordered|2022-07-23|2022-07-25|Completed|
6186|794|Rough-In Start|2022-07-26|2022-08-08|Completed|Delayed - Inspections
6187|794|Rough-In Complete|2022-08-05|2022-08-12|Completed|Delayed - Materials
6188|794|Trim-Out Start|2022-08-17|2022-08-22|Completed|
6189|794|Trim-Out Complete|2022-08-28|2022-08-28|Completed|
6190|794|Programming Start|2022-08-29|2022-09-03|Completed|
6191|794|Programming Complete|2022-09-09|2022-09-17|Completed|Delayed - Materials
6192|794|Final Walkthrough|2022-09-22|2022-09-19|Completed|
6193|795|Design Approval|2021-10-18|TBD|Pending|
6194|795|Materials Ordered|2021-10-22|TBD|Pending|
6195|795|Rough-In Start|2021-11-01|TBD|Pending|
6196|795|Rough-In Complete|2021-11-06|TBD|Pending|
6197|795|Trim-Out Start|2021-11-10|TBD|Pending|
6198|795|Trim-Out Complete|2021-11-26|TBD|Pending|
6199|795|Programming Start|2021-11-28|TBD|Pending|
6200|795|Programming Complete|2021-12-09|TBD|Pending|
6201|795|Final Walkthrough|2021-12-11|TBD|Pending|
6202|796|Design Approval|2025-02-10|TBD|Pending|
6203|796|Materials Ordered|2025-02-24|TBD|Pending|
6204|796|Rough-In Start|2025-03-20|TBD|Pending|
6205|796|Rough-In Complete|2025-03-29|TBD|Pending|
6206|796|Trim-Out Start|2025-04-18|TBD|Pending|
6207|796|Trim-Out Complete|2025-05-08|TBD|Pending|
6208|796|Programming Start|2025-05-24|TBD|Pending|
6209|796|Programming Complete|2025-06-04|TBD|Pending|
6210|796|Final Walkthrough|2025-06-20|TBD|Pending|
6211|798|Design Approval|2024-11-25|2024-12-06|Completed|Delayed - Inspections
6212|798|Materials Ordered|2024-12-01|2024-12-11|Completed|
6213|798|Rough-In Start|2024-12-02|2024-12-13|Completed|
6214|798|Rough-In Complete|2024-12-05|2024-12-19|Completed|Delayed - Client Request
6215|798|Trim-Out Start|2024-12-10|2024-12-19|Completed|Delayed - Materials
6216|798|Trim-Out Complete|2024-12-11|2024-12-20|Completed|Delayed - Inspections
6217|798|Programming Start|2024-12-13|2024-12-23|Completed|
6218|798|Programming Complete|2024-12-18|2024-12-26|Completed|
6219|798|Final Walkthrough|2024-12-20|2025-01-03|Completed|Delayed - Inspections
6220|799|Design Approval|2022-11-20|2022-12-03|Completed|Delayed - Inspections
6221|799|Materials Ordered|2022-11-26|2022-12-07|Completed|
6222|799|Rough-In Start|2022-12-09|2022-12-15|Completed|Delayed - Inspections
6223|799|Rough-In Complete|2022-12-13|2022-12-23|Completed|Delayed - Client Request
6224|799|Trim-Out Start|2022-12-16|2022-12-30|Completed|Delayed - Client Request
6225|799|Trim-Out Complete|2023-01-02|2022-12-31|Completed|
6226|799|Programming Start|2023-01-08|2023-01-02|Completed|
